"Col1","Col2","Col3","retail_price","is_FK_Advantage_product","brand","Demand"
"Computers","Network","Routers",8499,0,"TRENDnet",1.70354780517138
"Jewellery","Necklaces","Necklaces",1299,0,"Jewelizer",2.60320641282565
"Computers","Network","Routers",3199,0,"TP-LINK",1.45409090909091
"Jewellery","Necklaces","Necklaces",599,0,"Jewel Paradise",1.50125313283208
"Toys","School","School",299,0,"",1.11152416356877
"Jewellery","Necklaces","Necklaces",899,0,"Jewelizer",2.0022271714922
"Toys","School","School",500,0,"",1.66666666666667
"Jewellery","Necklaces","Necklaces",599,0,"Jadoo Collections",2.00334448160535
"Jewellery","Necklaces","Necklaces",379,0,"Frabjous",1.52208835341365
"Toys","School","School",169,0,"",1.0974025974026
"Jewellery","Necklaces","Necklaces",1999,0,"FashBlush",6.68561872909699
"Jewellery","Necklaces","Necklaces",1000,0,"Divaz",2.5062656641604
"Jewellery","Necklaces","Necklaces",495,0,"Hi Look",1.25
"Toys","School","School",399,0,"",1.60240963855422
"Jewellery","Necklaces","Necklaces",998,0,"GoldNera",3.33779264214047
"Toys","School","School",149,1,"",1
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.92468619246862
"Jewellery","Necklaces","Necklaces",699,0,"Jadoo Collections",1.75187969924812
"Jewellery","Necklaces","Necklaces",999,0,"GIA",2.50375939849624
"Toys","School","School",149,0,"",1.15503875968992
"Jewellery","Necklaces","Necklaces",599,0,"Jadoo Collections",2.40562248995984
"Jewellery","Necklaces","Necklaces",999,0,"Jiya Fashion Pretties",2.4975
"Toys","School","School",399,0,"",1.11142061281337
"Jewellery","Necklaces","Necklaces",325,0,"Homefoster",1
"Toys","School","School",499,0,"",1.66889632107023
"Toys","School","School",315,1,"",1.66666666666667
"Jewellery","Necklaces","Necklaces",300,0,"Envoy",1.20481927710843
"Jewellery","Necklaces","Necklaces",350,0,"Jiya Fashion Pretties",1.16666666666667
"Computers","Network","Routers",2999,0,"Lava",2.22148148148148
"Jewellery","Necklaces","Necklaces",750,0,"Jewel Touch",2.67857142857143
"Computers","Network","Routers",15500,1,"Asus",1.46835922697992
"Jewellery","Necklaces","Necklaces",495,0,"Hi Look",1.43063583815029
"Toys","School","School",129,0,"",1.08403361344538
"Jewellery","Necklaces","Necklaces",659,0,"Jewelizer",2.00303951367781
"Jewellery","Necklaces","Necklaces",1080,0,"Fab Fashion",2.22222222222222
"Jewellery","Necklaces","Necklaces",1080,0,"Fab Fashion",2.22222222222222
"Jewellery","Necklaces","Necklaces",1186,0,"Gemstone Pioneer",3.39828080229226
"Computers","Network","Routers",2599,1,"TRENDnet",2.16763969974979
"Jewellery","Necklaces","Necklaces",450,0,"JDX",1.18421052631579
"Jewellery","Necklaces","Necklaces",1499,0,"Fashblush",5.03020134228188
"Toys","School","School",450,0,"",1
"Computers","Network","Routers",3999,1,"TP-LINK",1.53866871873798
"Jewellery","Necklaces","Necklaces",499,0,"Jadoo Collections",2.00401606425703
"Jewellery","Necklaces","Necklaces",722,0,"Fashion Era",1.805
"Computers","Network","Routers",1699,0,"Zyxel",1.78842105263158
"Jewellery","Necklaces","Necklaces",1200,0,"Divaz",2.40480961923848
"Computers","Network","Routers",2399,1,"Belkin",1
"Jewellery","Necklaces","Necklaces",640,0,"Hotpiper",1.96923076923077
"Computers","Network","Routers",2699,0,"tp-Link",2.46935041171089
"Jewellery","Necklaces","Necklaces",600,0,"Fashionera",2.44897959183673
"Toys","School","School",249,0,"",1.13698630136986
"Jewellery","Necklaces","Necklaces",1567,0,"Exotica",3.14028056112224
"Jewellery","Necklaces","Necklaces",599,0,"Jadoo Collections",2.00334448160535
"Computers","Network","Routers",1700,0,"Netis",1.36
"Computers","Network","Routers",2799,0,"iBall",1.55586436909394
"Jewellery","Necklaces","Necklaces",799,0,"DressBerry",2.22562674094708
"Toys","School","School",129,0,"",1.43333333333333
"Jewellery","Necklaces","Necklaces",1199,0,"Dhrohar",3.00501253132832
"Computers","Network","Routers",3500,0,"Tenda",2.66159695817491
"Jewellery","Necklaces","Necklaces",1000,0,"ETTI",5.0251256281407
"Jewellery","Necklaces","Necklaces",399,0,"Gift Island",1
"Jewellery","Necklaces","Necklaces",1099,0,"Jewelizer",2.75438596491228
"Jewellery","Necklaces","Necklaces",349,0,"Fashion Today",1.14426229508197
"Jewellery","Necklaces","Necklaces",859,0,"Jewel Touch",2.64307692307692
"Computers","Network","Routers",1500,0,"Comfast",1.07913669064748
"Jewellery","Necklaces","Necklaces",435,0,"Junk",1.40322580645161
"Computers","Network","Routers",2200,0,"Tenda",1.42302716688228
"Jewellery","Necklaces","Necklaces",250,0,"IESD",1.08695652173913
"Computers","Network","Routers",1899,1,"Huawei",1.36129032258065
"Jewellery","Necklaces","Necklaces",999,0,"Eccellente",3.34113712374582
"Computers","Network","Routers",1599,0,"TP-LINK",1.68493150684932
"Jewellery","Necklaces","Necklaces",999,0,"Jadoo Collections",2.50375939849624
"Jewellery","Necklaces","Necklaces",699,0,"Flirtchick",1.40080160320641
"Jewellery","Necklaces","Necklaces",620,0,"JDX",2.07357859531773
"Jewellery","Necklaces","Necklaces",1250,0,"Jewel Touch",2.38095238095238
"Computers","Network","Routers",1399,0,"iBall",1.5059203444564
"Jewellery","Necklaces","Necklaces",499,0,"Eshoppee",2.00401606425703
"Jewellery","Necklaces","Necklaces",699,0,"DressBerry",2.22611464968153
"Jewellery","Necklaces","Necklaces",399,0,"Galz4ever",1.60240963855422
"Computers","Network","Routers",2500,0,"Edimax",1.66666666666667
"Jewellery","Necklaces","Necklaces",299,0,"Jewelnation",1.50251256281407
"Jewellery","Necklaces","Necklaces",899,0,"Golden Petals",3.0066889632107
"Jewellery","Necklaces","Necklaces",499,0,"Eshoppee",2.00401606425703
"Jewellery","Necklaces","Necklaces",249,0,"Galz4ever",1.12669683257919
"Toys","School","School",99,0,"",1.1123595505618
"Jewellery","Necklaces","Necklaces",540,0,"Harini",1.58823529411765
"Jewellery","Necklaces","Necklaces",1000,0,"ETTI",5.0251256281407
"Jewellery","Necklaces","Necklaces",830,0,"Hotpiper",1.69387755102041
"Jewellery","Necklaces","Necklaces",960,0,"Hotpiper",1.95918367346939
"Toys","School","School",109,0,"",1.43421052631579
"Jewellery","Necklaces","Necklaces",499,0,"DressBerry",1.82116788321168
"Jewellery","Necklaces","Necklaces",399,0,"Joyeria Milan",1
"Computers","Network","Routers",10999,0,"Zyxel",1.3579012345679
"Jewellery","Necklaces","Necklaces",1299,0,"Fashavi",2.60320641282565
"Jewellery","Necklaces","Necklaces",599,0,"Ela",1.20040080160321
"Jewellery","Necklaces","Necklaces",349,0,"Junk",1.16722408026756
"Jewellery","Necklaces","Necklaces",549,0,"Indian Charm",1.11133603238866
"Jewellery","Necklaces","Necklaces",599,0,"DressBerry",2.22676579925651
"Toys","School","School",550,0,"",1
"Jewellery","Necklaces","Necklaces",1200,0,"ETTI",4.8
"Computers","Network","Routers",3690,0,"Asus",1.845
"Jewellery","Necklaces","Necklaces",850,0,"Hotpiper",2
"Jewellery","Necklaces","Necklaces",850,0,"Indian Fashion Guru",1.89309576837416
"Toys","School","School",599,0,"",2.21851851851852
"Jewellery","Necklaces","Necklaces",1000,0,"Etti",3.34448160535117
"Jewellery","Necklaces","Necklaces",499,0,"Giftwallas",1.66889632107023
"Jewellery","Necklaces","Necklaces",399,0,"DressBerry",1.82191780821918
"Jewellery","Necklaces","Necklaces",250,0,"Gurjari",1.25
"Computers","Network","Routers",7000,0,"Apple",1
"Jewellery","Necklaces","Necklaces",600,0,"Falconoverseas",2.42914979757085
"Jewellery","Necklaces","Necklaces",1100,0,"Estella Fashion",2.75689223057644
"Toys","School","School",299,0,"",1.50251256281407
"Jewellery","Necklaces","Necklaces",950,0,"Jewel Touch",2.92307692307692
"Jewellery","Necklaces","Necklaces",590,0,"Fashion Pitaraa",1.66666666666667
"Jewellery","Necklaces","Necklaces",699,0,"DressBerry",2.22611464968153
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.92468619246862
"Jewellery","Necklaces","Necklaces",499,0,"Greek Sojourn",2.00401606425703
"Jewellery","Necklaces","Necklaces",1299,0,"Imagine Products",2.85494505494506
"Jewellery","Necklaces","Necklaces",250,0,"Gurjari",1.25
"Computers","Network","Routers",1900,0,"Edimax",1
"Jewellery","Necklaces","Necklaces",500,0,"Imli Street",1.42857142857143
"Toys","School","School",380,0,"",1.65217391304348
"Jewellery","Necklaces","Necklaces",599,0,"JDX",2.00334448160535
"Jewellery","Necklaces","Necklaces",499,0,"Frabjous",1.25062656641604
"Computers","Network","Routers",1899,0,"iBall",1.65996503496504
"Jewellery","Necklaces","Necklaces",950,0,"Jewel Touch",3.17725752508361
"Jewellery","Necklaces","Necklaces",599,0,"Jadoo Collections",2.00334448160535
"Jewellery","Necklaces","Necklaces",350,0,"Ethnochic",1.16666666666667
"Jewellery","Necklaces","Necklaces",450,0,"Juhi Malhotra",1
"Computers","Network","Routers",7999,1,"Linksys",1.49514018691589
"Jewellery","Necklaces","Necklaces",599,0,"Gia",1.82066869300912
"Toys","School","School",189,0,"",1.05586592178771
"Jewellery","Necklaces","Necklaces",1866,0,"Gemstone Pioneer",3.73947895791583
"Toys","School","School",999,0,"",1.58823529411765
"Jewellery","Necklaces","Necklaces",1299,0,"Jewelizer",2.60320641282565
"Jewellery","Necklaces","Necklaces",325,0,"Homefoster",1
"Jewellery","Necklaces","Necklaces",525,0,"Indian Charm",1.12419700214133
"Jewellery","Necklaces","Necklaces",350,0,"IESD",1.16666666666667
"Computers","Network","Routers",4999,0,"Edimax",1.76021126760563
"Jewellery","Necklaces","Necklaces",445,0,"Hi Look",1.36923076923077
"Computers","Network","Routers",1800,0,"Tenda",1.28663330950679
"Jewellery","Necklaces","Necklaces",999,0,"Indsights",3.34113712374582
"Computers","Network","Routers",2700,0,"iBall",1.31707317073171
"Jewellery","Necklaces","Necklaces",1866,0,"Gemstone Pioneer",3.73947895791583
"Jewellery","Necklaces","Necklaces",499,0,"Indian Charm",1.11135857461025
"Jewellery","Necklaces","Necklaces",450,0,"Jovifashion",1.28571428571429
"Jewellery","Necklaces","Necklaces",500,0,"Hand to Hearts",1.11111111111111
"Jewellery","Necklaces","Necklaces",500,0,"Itzmyfashion",1.43266475644699
"Toys","School","School",799,0,"",2.00250626566416
"Jewellery","Necklaces","Necklaces",599,0,"Juhi Malhotra",1.20040080160321
"Jewellery","Necklaces","Necklaces",4999,0,"FashBlush",17.9175627240143
"Computers","Network","Routers",2899,0,"TP-LINK",1.893533638145
"Jewellery","Necklaces","Necklaces",279,0,"Galz4ever",1.21834061135371
"Jewellery","Necklaces","Necklaces",799,0,"Gia",1.60120240480962
"Computers","Network","Routers",1400,0,"Tenda",1.75219023779725
"Jewellery","Necklaces","Necklaces",365,0,"Junk",1.15873015873016
"Jewellery","Necklaces","Necklaces",599,0,"Jewel Paradise",1.50125313283208
"Jewellery","Necklaces","Necklaces",1075,0,"Engross",2.22107438016529
"Jewellery","Necklaces","Necklaces",1080,0,"Fab Fashion",2.22222222222222
"Jewellery","Necklaces","Necklaces",599,0,"Jewel Paradise",1.50125313283208
"Computers","Network","Routers",7500,0,"Tenda",2.08333333333333
"Jewellery","Necklaces","Necklaces",695,0,"Hi Look",2.62264150943396
"Computers","Network","Routers",2500,1,"Tenda",2.09030100334448
"Jewellery","Necklaces","Necklaces",249,0,"Envoy",1
"Jewellery","Necklaces","Necklaces",450,0,"JDX",1.50501672240803
"Toys","School","School",989,0,"",1.86603773584906
"Jewellery","Necklaces","Necklaces",699,0,"Jadoo Collections",1.75187969924812
"Jewellery","Necklaces","Necklaces",599,0,"Jewel Paradise",1.50125313283208
"Jewellery","Necklaces","Necklaces",499,0,"Fashion Era",2.50753768844221
"Jewellery","Necklaces","Necklaces",1000,0,"ETTI",4.36681222707424
"Toys","School","School",99,0,"",1
"Jewellery","Necklaces","Necklaces",950,0,"Jewel Touch",3.39285714285714
"Jewellery","Necklaces","Necklaces",399,0,"Galz4ever",1.1432664756447
"Jewellery","Necklaces","Necklaces",349,0,"Indian Charm",1.11146496815287
"Computers","Network","Routers",2999,0,"Onnet",1.62108108108108
"Jewellery","Necklaces","Necklaces",850,0,"Indian Fashion Guru",1.89309576837416
"Jewellery","Necklaces","Necklaces",800,0,"Indian Fashion Guru",2.00501253132832
"Computers","Network","Routers",2250,0,"ISUN",1.40712945590994
"Jewellery","Necklaces","Necklaces",300,0,"ETTI",3.03030303030303
"Computers","Network","Routers",6999,0,"Asus",1.24982142857143
"Jewellery","Necklaces","Necklaces",699,0,"Imagine Products",1.40080160320641
"Jewellery","Necklaces","Necklaces",999,0,"Herbal Jewellery",2.00200400801603
"Jewellery","Necklaces","Necklaces",999,0,"Jiya Fashion Pretties",2.4975
"Jewellery","Necklaces","Necklaces",395,0,"Junk",1.2741935483871
"Toys","School","School",79,1,"",1
"Jewellery","Necklaces","Necklaces",499,0,"Gia",2.00401606425703
"Computers","Network","Routers",4500,0,"TP-LINK",1.5
"Jewellery","Necklaces","Necklaces",795,0,"Hi Look",1.91566265060241
"Jewellery","Necklaces","Necklaces",449,0,"Indian Charm",1.11138613861386
"Jewellery","Necklaces","Necklaces",1320,0,"Hotpiper",2.69387755102041
"Computers","Network","Routers",2999,0,"Lava",3.15684210526316
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.92468619246862
"Toys","School","School",149,0,"",1
"Jewellery","Necklaces","Necklaces",549,0,"Jadoo Collections",2.20481927710843
"Computers","Network","Routers",2999,0,"Laploma",1.43492822966507
"Jewellery","Necklaces","Necklaces",359,0,"Junk",1.19666666666667
"Jewellery","Necklaces","Necklaces",1999,0,"Fashblush",10.5767195767196
"Jewellery","Necklaces","Necklaces",230,0,"Indian Charm",1.11111111111111
"Toys","School","School",179,1,"",1.80808080808081
"Jewellery","Necklaces","Necklaces",980,0,"Hotpiper",2
"Jewellery","Necklaces","Necklaces",849,0,"Indian Heritage",1.70140280561122
"Toys","School","School",599,0,"",1.871875
"Jewellery","Necklaces","Necklaces",459,0,"Jewelizer",2.00436681222707
"Computers","Network","Routers",2500,1,"TP-LINK",2.23613595706619
"Jewellery","Necklaces","Necklaces",450,0,"Hand to Hearts",1
"Jewellery","Necklaces","Necklaces",649,0,"DressBerry",2.22260273972603
"Jewellery","Necklaces","Necklaces",880,0,"Hotpiper",1.95555555555556
"Toys","School","School",799,0,"",2.00250626566416
"Jewellery","Necklaces","Necklaces",999,0,"Itzmyfashion",2.00200400801603
"Jewellery","Necklaces","Necklaces",500,0,"Juhi Malhotra",1.2531328320802
"Computers","Network","Routers",3500,0,"Tenda",2.05278592375367
"Jewellery","Necklaces","Necklaces",699,0,"Junk",2.36949152542373
"Toys","School","School",359,0,"",1.44176706827309
"Jewellery","Necklaces","Necklaces",399,0,"Indian Charm",1.11142061281337
"Toys","School","School",699,0,"",1.75187969924812
"Jewellery","Necklaces","Necklaces",599,0,"Jewel Paradise",1.50125313283208
"Jewellery","Necklaces","Necklaces",599,0,"Jewel Paradise",1.50125313283208
"Jewellery","Necklaces","Necklaces",799,0,"Dhrohar",2.00250626566416
"Jewellery","Necklaces","Necklaces",645,0,"Hi Look",1.33264462809917
"Toys","School","School",375,0,"",1.88442211055276
"Jewellery","Necklaces","Necklaces",1000,0,"Etti",3.34448160535117
"Computers","Network","Routers",3500,0,"D-Link",2.12249848392965
"Jewellery","Necklaces","Necklaces",599,0,"Galz4ever",1.50125313283208
"Jewellery","Necklaces","Necklaces",350,0,"Indian Charm",1.11111111111111
"Toys","School","School",154,0,"",1.203125
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.92468619246862
"Computers","Network","Routers",1999,1,"Edimax",2.24606741573034
"Jewellery","Necklaces","Necklaces",499,0,"Jadoo Collections",1.81454545454545
"Jewellery","Necklaces","Necklaces",799,0,"Fashion Era",3.20883534136546
"Jewellery","Necklaces","Necklaces",499,0,"Gift Island",1
"Jewellery","Necklaces","Necklaces",740,0,"Jewel Touch",1.80487804878049
"Jewellery","Necklaces","Necklaces",999,0,"Jiya Fashion Pretties",2.4975
"Jewellery","Necklaces","Necklaces",325,0,"Junk",1.0655737704918
"Jewellery","Necklaces","Necklaces",1080,0,"Fab Fashion",2.22222222222222
"Toys","School","School",299,0,"",2.84761904761905
"Jewellery","Necklaces","Necklaces",999,0,"Falconoverseas",4.04453441295547
"Jewellery","Necklaces","Necklaces",780,0,"Hotpiper",2
"Jewellery","Necklaces","Necklaces",399,0,"Junk",1.33
"Jewellery","Necklaces","Necklaces",549,0,"Indian Charm",1.11133603238866
"Toys","School","School",249,0,"",1.38333333333333
"Jewellery","Necklaces","Necklaces",699,0,"Jadoo Collections",1.75187969924812
"Jewellery","Necklaces","Necklaces",1000,0,"ETTI",5.0251256281407
"Computers","Network","Routers",5399,1,"TP-LINK",2.51116279069767
"Jewellery","Necklaces","Necklaces",599,0,"Jewelizer",2.00334448160535
"Jewellery","Necklaces","Necklaces",587,0,"Imitzworld",1.68194842406877
"Jewellery","Necklaces","Necklaces",418,0,"Homefoster",1
"Jewellery","Necklaces","Necklaces",225,0,"Friendz",1.25
"Jewellery","Necklaces","Necklaces",1099,0,"JEWELIZER",2.75438596491228
"Toys","School","School",449,0,"",1.54827586206897
"Jewellery","Necklaces","Necklaces",1200,0,"Fayon",2.5
"Jewellery","Necklaces","Necklaces",499,0,"Eshoppee",2.00401606425703
"Jewellery","Necklaces","Necklaces",549,0,"DressBerry",2.22267206477733
"Computers","Network","Routers",6400,0,"Netgear",1.1743119266055
"Jewellery","Necklaces","Necklaces",499,0,"DressBerry",2.22767857142857
"Jewellery","Necklaces","Necklaces",1099,0,"Jewelizer",2.75438596491228
"Jewellery","Necklaces","Necklaces",699,0,"Jewelizer",2.00286532951289
"Jewellery","Necklaces","Necklaces",495,0,"Hi Look",1.33423180592992
"Jewellery","Necklaces","Necklaces",999,0,"Jewelizer",2.00200400801603
"Jewellery","Necklaces","Necklaces",299,0,"Joyeria Milan",1.50251256281407
"Jewellery","Necklaces","Necklaces",1100,0,"Estella Fashion",2.20440881763527
"Jewellery","Necklaces","Necklaces",250,0,"Gurjari",1
"Computers","Network","Routers",21000,0,"Setu Infocom",1.16666666666667
"Jewellery","Necklaces","Necklaces",349,0,"Junk",1.66190476190476
"Toys","School","School",399,0,"",1.33444816053512
"Computers","Network","Routers",12900,1,"Netgear",1.38560687432868
"Jewellery","Necklaces","Necklaces",349,0,"Galz4ever",1.16722408026756
"Jewellery","Necklaces","Necklaces",499,0,"Jewelizer",2.00401606425703
"Jewellery","Necklaces","Necklaces",899,0,"Fns",3.32962962962963
"Toys","School","School",359,0,"",1.12539184952978
"Jewellery","Necklaces","Necklaces",1999,0,"Fashblush",10.0452261306533
"Jewellery","Necklaces","Necklaces",999,0,"Jocular",2.62204724409449
"Toys","School","School",999,0,"",4.56164383561644
"Jewellery","Necklaces","Necklaces",663,0,"Imagine Products",3.23414634146341
"Jewellery","Necklaces","Necklaces",2999,0,"Fashblush",10.3771626297578
"Jewellery","Necklaces","Necklaces",902,0,"Imitzworld",2.17349397590361
